name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
Perrine,"2 East 61st Street New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7651280%2C-73.972039,169,(212) 838-8000,http://www.perrinenyc.com/,French American,4.5169,4.4,4.5,4.4,3.9,$31 to $50,1,4,6,20,69,"Perrine, The Pierre Hotel's new French-American restaurant, offers a menu of seasonally-inspired fare along with daily specials that feature updated takes on vintage Pierre classics. Executive Chef Ashfer Biju’s simple, yet elegantly orchestrated dishes are enhanced by vibrant ingredients and harmonious flavor pairings, from expertly prepared meat and seafood entrées to refreshing raw bar selections and colorfully composed vegetable dishes. Executive Pastry Chef Michael Mignano’s whimsical desserts are a wink to The Pierre’s indulgent personality, extending a taste of luxury to hotel guests and locals alike.",French,40.7651828,-73.9718937,10065
La Fonda Del Sol,"200 Park Avenue at East 44th Street MetLife Building New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7537160%2C-73.977437,1141,(212) 867-6767,http://www.patinagroup.com/la-fonda-del-sol,Spanish,4.41141,4.4,4.3,4.4,3.9,$31 to $50,0,1,10,31,58,"Indulge in vibrant Spanish cuisine and an expansive selection of tapas at La Fonda del Sol. A modern reincarnation of the iconic 1960s restaurant, we are conveniently located just steps away from Grand Central Terminal on the east side of Vanderbilt Avenue at 44th Street. In our tapas bar and lounge, choices include tuna tacos, garlic shrimp, croquetas, patatas bravas, and albóndigas. You may also enjoy a more intimate experience in La Fonda del Sol’s elegant main dining room with paella valenciana, whole market fish, braised short ribs, and suckling pig.",Spanish,40.7535178,-73.9767512,10020
Morrell Wine Bar & Cafe,"1 Rockefeller Plaza New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7580000%2C-73.979,761,(212) 262-7700,http://www.morrellwinebar.com/,American,4.5761,4.2,4.2,4.4,3.8,$31 to $50,1,2,9,26,62,"Morrell Wine Bar & Cafe serves more than approximately 90 wines by the glass, the largest selection in New York City, and an extensive selection of rare and hard-to-find bottles, making it a prime destination for wine lovers. Located on 49th Street, between 5th and 6th Ave, enjoy views of Rockefeller Plaza and during the winter holidays, the famous Rockefeller Center Christmas Tree. Morrell Wine Bar also offers a full lunch and dinner menu, innovative cocktails, and a selection of aged, large format beers from around the world.",American,40.7580629,-73.9788542,10020
Bobby Van's Grill Times Square,"120 W. 45th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7570170%2C-73.983915,1095,(212) 575-5623,http://www.bobbyvans.com/Bobby_Vans_Steakhouse/West_45th_Street.html,American,4.31095,4.3,4.3,4.2,3.9,$50 and over,2,7,10,19,62,"Bobby Van's newest restaurant is located on 45th Street between Broadway and 6th Avenue in the heart of Times Square shopping and theatre district. Two floors of dining inside with an outdoor cafe. Perfect for lunch or dinner, and before and after theater dining.",American,40.7570353,-73.9838753,10036
Kingside,"124 WEST 57TH ST New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7646960%2C-73.978108,406,(212) 707-8000,http://www.kingside-restaurant.com/,American,4.1406,4,3.6,3.8,3.5,$31 to $50,2,7,14,29,48,"Located on the street level of Viceroy Central Park New York, Kingside features New American classics highlighting fresh, locally-sourced ingredients, paired alongside hand-crafted cocktails. The seasonally-driven menu at Kingside highlights small plates, pastas, fish and meats with an emphasis on sharing, including a 28 Day Dry-Aged Cowboy Rib Eye for two. The bar at Kingside features an extensive selection of regionally brewed craft beers, a wide range of small-batch spirits, and exceptional international wines. The cocktail menu includes an ever-changing selection of innovative house cocktails which highlight market fresh ingredients, in addition to classic cocktails with a modern twist.",American,40.7646394,-73.9784473,10019
I Trulli,"122 East 27th Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7421370%2C-73.983574,2088,(212) 481-7372,http://www.itrulli.com/,Italian,4.52088,4.5,4.6,4.4,4.2,$31 to $50,0,1,10,24,65,"Opened in 1994, Nicola Marzovilla's warm and welcoming restaurant has been a favorite for more than 18 years for those in search of hearty, delicious Italian specialties. Its celebrated menu draws on the regional cuisine of the Marzovillas' homeland, Puglia. Nicola's mother, Dora, prepares hand-rolled fresh pastas daily. The restaurant is famed for its all-Italian wine list (expertly selected by Marzovilla), and the adjoining Enoteca offers lighter food and by-the-glass choices as well as a nightly happy hour from 3-8pm. I Trulli is a popular destination all-year round: diners can sit by the glow of the main room's rustic fireplace in winter, while in the warmer months are treated to the lush splendor of one of Manhattan's finest outdoor garden spaces.",Italian,40.742097,-73.983681,10016
Haru Hell's Kitchen,"859 9th Ave New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7672380%2C-73.9866,82,(212) 301-4440,http://www.harusushi.com/,Japanese,4.482,4.3,4.3,4.2,4,$31 to $50,0,4,8,29,59,"Haru’s latest addition comes to the Hell's Kitchen neighborhood as part of our 20th anniversary. Boasting of beautiful décor, a spacious sushi bar and a full cocktail, beer, wine and sake bar, the new Haru features beloved menu items, seasonal specials and specialty rolls.There’s never a dull moment at Haru if you love food, fun, and atmosphere. In a stylish and vibrant setting, Haru Sushi serves freshly prepared Japanese dishes with a focus of making the customer feel special. Haru’s menu is based on quality, creativity, and generous portions of sushi and sashimi. ",Japanese & Koren,40.7671813,-73.9866373,10019
Bob's Steak & Chop House-New York,"19 East 52nd St. New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7593290%2C-73.975153,117,(212) 754-5011,http://www.bobs-steakandchop.com/,Steakhouse,4.6117,4.6,4.7,4.5,4.3,$50 and over,1,1,3,21,74,"Bob's Steak & Chop House-New York is a traditional American Prime Steakhouse that has been recognized for its lively atmosphere, big drinks, fine wines and large cuts of the finest prime steaks, chops, and seafood.   Bob’s offers top quality prime cuts of beef –  sourced for 23 years from the same Chicago meat supplier. Bob’s prime beef is hand selected from the top 2% of all U.S. beef produced, house trimmed and expertly grilled.   Come visit us and enjoy the taste of prime beef served by people who take real pride in the name ""Bob's Steak & Chop House.”",Steakhouse,40.759588,-73.9750827,10022
Il Postino,"337 East 49th Street New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7532620%2C-73.966601,473,(212) 688-0033,http://www.ilpostinony.com/,Italian,4.6473,4.6,4.6,4.5,4,$50 and over,3,1,7,15,74,Il Postino sets the standard for authentic Italian cuisine. The superior quality of the food and relaxing atmosphere creates a memorable dining experience. Owners Luigi Russo and Alfio Ruocco have built a wonderful dining establishment that has gone unrivaled in the neighborhood for over 16 years.,Italian,40.7537584,-73.9674607,10017
Restaurant Nippon,"155 East 52nd Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7575370%2C-73.970333,368,(212) 688-5941,http://restaurantnippon.com/,Japanese,4.6368,4.4,4.6,4.1,3.9,$31 to $50,1,1,7,23,68,"Restaurant Nippon opened in August 1963, becoming the first Japanese Restaurant in the U.S.A. with an authentic sushi bar.",Japanese & Koren,40.7574337,-73.9703764,10022
Green Fig,"570 10th Ave New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7591560%2C-73.995456,176,(646) 449-7790,http://www.greenfignyc.com/,Mediterranean,3.9176,3.9,4,3.9,3.6,$31 to $50,4,11,14,33,38,"Green Fig features modern Israeli cuisine with influences from The Middle East, North Africa and southern Europe.  Our dishes combine unique flavors and spices imported from these regions with locally-sourced fresh ingredients. ",Mediterranean,40.7591568,-73.9954561,10036
Tender Restaurant,"130 W 47th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7585540%2C-73.983101,488,(212) 514-6000,http://www.tendernyc.com/,American,4.3488,4.3,4.2,4.2,3.8,$31 to $50,2,2,10,39,47,"TENDER restaurant located in the heart of Midtown Manhattan, has a trendy yet gracious atmosphere. It features Modern American cuisine with the finest selection of premium cut steaks and world class sushi offerings. With a polished brass bar and beaded chandeliers it's design speaks of elegance yet creates a friendly ambiance. Created to evolve with one's night, from formal dining to late night revelry: We welcome you to TENDER. ",American,40.7583494,-73.9832095,10036
.Tarallucci e Vino Union Square,"15 East 18th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7380810%2C-73.99083,582,(212) 228-5400,http://www.taralluccievino.net/,Italian,4.4582,4.4,4.2,4.2,4,$31 to $50,2,3,8,23,64,"""All ends well with Tarallucci e Vino"" is the famous Italian saying rooted in the tradition of resolving any matter over a glass of wine and tarallucci, the classic southern Italian cookie.Tarallucci e Vino Union Square  is our flagship restaurant. This location is home to our bakery, event spaces, cooking classes and team building workshops. Our restaurant provides an authentic Italian experience in a rustic setting, bringing the ease and casual elegance of Italy’s bars and “caffe's” to New York City. Our housemade pastries, fresh pastas and greenmarket inspired dishes embody our standard of Italian cuisine. Our versatile wine list, featuring family owned wineries in Italy, complement our dishes and create an authentic dining experience. Enjoy outdoor seating, business meetings, romantic dinners, casual gatherings at our daily happy hour and weekend brunches with family and friends at Tarallucci e Vino Union Square. Open for breakfast, lunch, brunch and dinner. ",Italian,40.7382078,-73.9906014,10003
Bobby Van's Steakhouse - 54th Street,"131 E. 54th Street New York, NY  10169",//www.google.com/maps/search/?api=1&query=40.7591420%2C-73.970869,897,(212) 207-8050,http://www.bobbyvans.com/,Steakhouse,4.7897,4.6,4.5,4.4,4.2,$31 to $50,2,2,2,15,79,"""At Bobby Vans 54th Street, you can expect the same great service and the same great food as our other restaurants. Tucked away in another historic restaurant location, (at one time this was the hang out spot for such stars as Frank Sinatra and the rest of the Rat Pack) there is plenty of history and untold stories behind these walls, if only they could talk. 
Conveniently located just east of Park Avenue and 4 blocks north of The Waldorf-Astoria, this is where you want to be. As you walk into the restaurant you’re greeted by our hosts and a large credenza filled with beautiful bottles of wine. Glancing to your left you overlook the spacious yet always occupied bar, where the bartenders know your name and have your drink waiting for you before you can even say hello. Separating the bar from the dining room is a glass window so you can see all the action of other diners enjoying their meals. The dining room has the good old fashioned steakhouse style with handcrafted wood walls, and F",Steakhouse,40.759345,-73.970949,10169
Astor Court,"2 East 55th Street New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7614000%2C-73.97487,263,(212) 339-6857,http://www.stregisnewyork.com/astor-court,International,4.5263,4.5,4.3,4.7,3.8,$31 to $50,1,4,4,20,71,"Astor Court at The St. Regis New York presents stylish dining under exquisite raised ceilings.  Open daily for breakfast, lunch, afternoon tea and dinner, Astor Court offers a selection of the city’s most tantalizing appetizers, entrees, sides and desserts. ",Other,40.7613979,-73.9746128,10022
Sofrito NYC,"679 Riverside Dr. New York, NY  10031",//www.google.com/maps/search/?api=1&query=40.8272370%2C-73.95526,566,(212) 754-5999,http://www.sofritony.com/,Latin / Spanish,3.9566,4.1,3.7,4.2,3.7,$30 and under,10,10,13,8,59,"At Sofrito, the aromatic mix includes the authentic Puerto Rican Cuisine, The magnificent sounds of music from around the world, The Caribbean atmosphere, The delightful living room dining room decor, and fantastic service which takes you back to our Island, Puerto Rico.",Spanish,40.8264806,-73.9560005,10031
